-0.085 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.013 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.020 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.036 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.040 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.112 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.108 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.309 4.287 2.547 3.283 -6.475 0.951 2.727 0.000 -0.556 -7.641 -7.193 4.197 -5.130 -7.534 0.197 -1.076 -9.471 -4.018 -5.130
