YHA	0.087600
YCB	-0.015200
YHB2	0.029500
YHB3	0.029500
YCG	-0.001100
YCD1	-0.190600
YHD1	0.169900
YCE1	-0.234100
YHE1	0.165600
YCZ	0.322600
YOH	-0.557900
YHH	0.399200
YCE2	-0.234100
YHE2	0.165600
YCD2	-0.190600
YHD2	0.169900
YC	0.597300
YO	-0.567900

VN	-0.415700
VH	0.271900
VCA	-0.087500
VHA	0.096900
VCB	0.298500
VHB	-0.029700
VCG1	-0.319200
VHG11	0.079100
VHG12	0.079100
VHG13	0.079100
VCG2	-0.319200
VHG21	0.079100
VHG22	0.079100
VHG23	0.079100
VC	0.597300
VO	-0.567900
